obtenido,deseado
87.57776348725208,91.00000000000001
89.58701955798774,94.0
89.03515194527658,84.0
82.48062874185959,81.0
94.45504086637158,96.00000000000001
88.81372496897362,89.99999999999999
90.51033097952609,91.00000000000001
96.98847538987769,96.00000000000001
81.30708481869543,80.0
87.08623238146343,88.0
91.12359206986801,88.0
93.10195187102377,93.0
68.77792024716166,74.0
80.156263939912,84.0
91.02069836267627,89.99999999999999
93.68715498845062,94.99999999999997
93.09777310035795,84.0
85.78037575423585,84.0
96.01263764013099,94.99999999999997
87.97848803472777,88.0
91.61922287733218,92.0
88.54607694277905,94.0
86.2076877828896,89.99999999999999
97.89101844380387,98.0
93.61915436075977,96.00000000000001
93.20747825847937,93.0
92.5402884005833,94.99999999999997
94.48268624296752,96.00000000000001
94.29480555194188,94.0
90.38603809502389,89.0
90.90288511195595,81.99999999999999
94.62496858909164,96.00000000000001
74.16095442868885,74.0
53.14657948619114,61.0
93.58746578386217,96.00000000000001
90.91851603425397,92.0
87.56395283572253,84.0
86.61494697034232,87.0
84.4952992679174,81.0
90.55196260126316,89.99999999999999
86.00774833705849,79.0
77.28676173938233,80.0
80.8961675777964,83.0
95.92957702344155,96.00000000000001
88.20765884474831,85.99999999999999
54.30926576490448,55.99999999999999
96.83059070185419,89.99999999999999
94.24728424507127,96.99999999999999
57.54353328192975,54.99999999999999
84.3595603863466,94.99999999999997
93.06796734006481,94.0
95.90255984250621,94.99999999999997
95.57082919575821,96.99999999999999
84.40129432978152,87.0
97.95077003255551,99.0
94.87535429989927,91.00000000000001
76.781751529484,83.0
79.82973702233302,83.0
89.11446037346774,89.0
94.16081474323539,94.0
85.63865747264927,89.99999999999999
75.55542284440443,74.0
97.4690844761045,98.0
82.52217092053814,87.0
57.7301982844971,62.99999999999999
75.35495246808226,73.0
89.91525291143273,87.0
92.71163267821687,94.0
91.73079280656798,91.00000000000001
86.0656078230334,81.0
85.03766130359978,88.0
71.80009900813738,72.0
91.8332525348475,89.99999999999999
82.48049242629548,84.0
97.81873651403721,96.99999999999999
71.10654433354128,67.0
85.85904263779823,87.0
94.63185724819644,91.00000000000001
81.69173256909062,78.00000000000001
76.06807273083903,74.99999999999999
85.2746259360512,83.0
82.34058751558344,84.0
94.5305100471823,96.99999999999999
84.00884841760487,89.0
90.60143585023994,88.0
92.46115666455556,94.0
73.64022416929473,81.0
72.68027063152125,83.0
95.80762739887447,96.00000000000001
91.19349848547625,89.0
82.73181384174515,85.99999999999999
87.25062527201362,87.0
89.21159225045739,85.99999999999999
88.386311568853,88.0
93.70423193442461,94.99999999999997
86.80218424025342,89.99999999999999
89.61386877095474,91.00000000000001
93.78670250629379,93.0
73.41057763091746,72.0
84.44123585543309,85.99999999999999
86.42549069230694,88.0
87.52921079309866,87.0
82.67685299979787,85.0
91.68849638711295,92.0
96.41346495824861,96.99999999999999
83.41698155842329,85.0
76.3897058912384,85.0
83.70820224927036,83.0
84.12374486301503,84.0
77.04789135503198,74.99999999999999
96.47391112045283,98.0
91.85561838324246,92.0
91.66943761725167,92.0
93.30843935735362,94.0
64.99997214332714,62.99999999999999
89.46208316325833,81.99999999999999
84.70852094249993,81.0
86.99423994570277,83.0
97.65049855418641,96.99999999999999
85.40364794754271,87.0
79.1004519908739,70.0
66.46252129694408,64.0
93.09371392372843,96.00000000000001
83.94645296769986,85.99999999999999
89.83588146142648,91.00000000000001
93.90449546862695,93.0
89.32417708798344,81.99999999999999
94.1469197668462,96.00000000000001
89.8734048252139,91.00000000000001
89.18059533495008,93.0
82.47957889180678,74.0
95.46316274525255,94.99999999999997
94.59113280459758,94.99999999999997
93.3367976093036,94.0
96.3494935257103,96.99999999999999
87.60376647282693,89.99999999999999
90.68240036102095,92.0
