4.032698905097898967e-01,6.394459301378068172e-01,3.962145790494998043e-01
3.893501479033398827e-01,4.974366954930548590e-01,4.349629218022431076e-01
6.339848587384344647e-01,5.257991793728720165e-01,5.913837748144898931e-01
3.054482232137473163e-01,8.528527727742994946e-01,2.573897236323838822e-01
4.179940782184253245e-01,4.188572552752167777e-01,4.810741287346953499e-01
8.754743388178168884e-01,3.296283816295792479e-01,8.218739965629213717e-01
4.560521722305670433e-01,7.330009445104481713e-01,4.002891853048434756e-01
4.940356873460357567e-01,4.221726193767528779e-01,5.315624726039902548e-01
1.923176940138067725e-01,5.016368234354613431e-01,2.998008851419767251e-01
5.419493884697595965e-01,8.017833178365209035e-01,4.352482552025853657e-01
7.730061719829848244e-01,9.921958681265501401e-01,5.274549681128712919e-01
3.860543918509025119e-01,2.906379373713249836e-01,5.029112123313373983e-01
6.508990314863798421e-01,9.168530619989821995e-01,4.701448098913055262e-01
5.784110437556808648e-01,8.220518551819320230e-01,4.531178221418867280e-01
3.296851597106953413e-01,5.208363959928365150e-02,5.456131631534393289e-01
2.480409768132413872e-01,2.588437799119094884e-01,4.200246593443793253e-01
9.184013362612273301e-01,6.327871853257516221e-01,7.481219938716616724e-01
5.547420704741742314e-01,6.632833121841003043e-01,4.909367669085421548e-01
2.563599359123212573e-01,3.637250382346151611e-01,3.900756027090615530e-01
1.287862450246170520e-01,9.550689643855553301e-02,3.945148383435135298e-01
2.646675359520664905e-01,3.756258269366992142e-01,3.916754180663019613e-01
1.036261382307879231e-02,7.364212049425745699e-01,9.661483350586148877e-02
2.021965922398533955e-01,1.740802810570981352e-01,4.176754314202809071e-01
5.565983662875712001e-01,6.412032830347152990e-01,4.996904619823489546e-01
2.165225881666004992e-01,7.175316385882544168e-01,2.429576498899413128e-01
4.118809426009757690e-02,4.050541945834550961e-01,2.300001876522649868e-01
9.646760809731477204e-01,2.619171981440485478e-02,9.854032063096646032e-01
4.290849144944424154e-01,7.252984059769503888e-01,3.845992119971808343e-01
3.755016601191735748e-01,4.099640884211945835e-01,4.552504779648684496e-01
6.692503657353549018e-01,7.068153243165813393e-01,5.538854238388271067e-01
2.181793349332323551e-01,9.854584808798805273e-01,1.531506540077621215e-01
1.223348322551627981e-01,9.448132231719943430e-01,1.018903864301020090e-01
4.427142120540127762e-02,5.848572424387155078e-01,1.710697668333490129e-01
9.563414842132003102e-01,5.050774014175777316e-01,8.172173611798907444e-01
7.361764593696713543e-01,6.550370628670418860e-01,6.168847657575927679e-01
1.502865379958537029e-01,1.379920033164195974e-02,4.368389699158835016e-01
5.163260117800962945e-01,9.548319491281621607e-01,3.659132099629183177e-01
1.198256361495584205e-01,5.113845418163590617e-01,2.472883420493869611e-01
1.159359885890021979e-01,2.795639800899959448e-01,3.233256602571609739e-01
8.093182024606948577e-01,6.052091338891106044e-03,8.867886069668524662e-01
1.669959439414167579e-01,3.631634899972716740e-02,4.405384646804559878e-01
8.224602076250873139e-01,6.224562208936094132e-01,6.865077924742396531e-01
8.349460871831333453e-01,8.965119361878367554e-01,6.019710390550728762e-01
8.252731138631652641e-01,7.446771654853365785e-01,6.469365756557345915e-01
9.477471610370694632e-01,5.740064998719168754e-01,7.879901277559002715e-01
8.679600929177349045e-01,6.057952604202476721e-01,7.230455724026609854e-01
3.316730081380806494e-01,6.959729313449055654e-01,3.284332490451625230e-01
9.002375612384573289e-01,4.068464488718229188e-01,8.124751414364499436e-01
9.494261770756643459e-01,8.247745293948040290e-02,9.559494947850866176e-01
8.443015502560344832e-01,7.611323643855208987e-01,6.542674827621012268e-01
8.781148322514783500e-01,1.987479316747613745e-01,8.680856739689418733e-01
3.248898624807976532e-01,8.475034579687020786e-01,2.724013137584808120e-01
7.706581113791785009e-01,6.255178428304296601e-01,6.503078327081533994e-01
5.387869489732449724e-01,8.423350290079668901e-02,6.766305087346344838e-01
3.689795410660937636e-01,6.234300783709098015e-01,3.783754783114044451e-01
3.390894716068703629e-01,9.407810770276722190e-01,2.503819232981802645e-01
5.506568161245115750e-02,3.253890580119268849e-02,3.658473801325182184e-01
4.225188836989366981e-01,3.258779616506277815e-02,6.152411025546183909e-01
9.896657764881168495e-02,1.356185351743481315e-01,3.606611577208733710e-01
5.866615212389583167e-01,5.371744422567813482e-01,5.554022290010879326e-01
1.320561803957861213e-01,7.642475389782661388e-01,1.697708618025189908e-01
8.981129249720829488e-01,2.873243751127884660e-01,8.515975561800487315e-01
2.529722359296525669e-01,2.028024196474499108e-01,4.423916123341769535e-01
7.364613410000567795e-01,1.378045378098574913e-01,7.926213455082107284e-01
5.561510056432943383e-01,6.732830361033677047e-01,4.884992873383816603e-01
9.367448414310642901e-01,2.821379868828772230e-01,8.795793273589344041e-01
1.391442946799662517e-01,8.256068243407990170e-01,1.537572588898009629e-01
7.477331992258574589e-01,6.950002368203059833e-01,6.111658726783676387e-01
7.701309394083294402e-01,4.340675642007518764e-01,7.149262000217405655e-01
7.838383432825919428e-01,5.258325425829490918e-01,6.930860974485619774e-01
5.589929823339188086e-01,3.161306194300775307e-01,6.116420200832362042e-01
1.692706878697762540e-01,6.942668545768423405e-01,2.187810556776982329e-01
7.567597655071915674e-02,1.452285299557303788e-01,3.415910400712416362e-01
2.996436749478617600e-01,2.261266924278539092e-01,4.661540263009154028e-01
7.605355031340599314e-01,1.183030121416879243e-01,8.155803886410818437e-01
5.561311077819793836e-01,1.736046608863557605e-01,6.580713051378220824e-01
4.017545975381545675e-01,5.649302027884487432e-01,4.204759129000136264e-01
5.626285025323287670e-01,7.606138498235484047e-01,4.632567650861530995e-01
9.724422281700010329e-01,4.849574707009196017e-01,8.349742952594063627e-01
1.237633326685252666e-01,1.110214256852988246e-01,3.858400505624518528e-01
8.133200360761233538e-02,8.980872610167603409e-02,3.642389825374519052e-01
5.025223935264503394e-01,5.272519369528091415e-01,5.016600557609980360e-01
4.196448907517703053e-01,3.097077569689593024e-01,5.192388025585155109e-01
8.634344342325080968e-01,5.976430914845314302e-01,7.227405230484296172e-01
9.881670053611049109e-01,1.800632022146222699e-01,9.491254204097955283e-01
4.854367117235552920e-01,8.169235202558615405e-02,6.412812636089070262e-01
3.904203444957914382e-01,6.600382164658117334e-01,3.805040959736304962e-01
7.534779134539511258e-02,3.542593241215360456e-01,2.704254557873049247e-01
1.186613988349441949e-02,8.631369358717686513e-01,5.462938705461600764e-02
9.451164718875660897e-01,1.778126264731362798e-03,9.804127580957827659e-01
8.696890064084948913e-01,3.364328649350838141e-02,9.184013710512890505e-01
5.523731868304764259e-01,9.242436355006219406e-01,4.007617208625008920e-01
6.143069146077331233e-01,5.721332830664476177e-01,5.623019905908565041e-01
9.869823696290928872e-02,9.546423268136660090e-01,8.251106063606226948e-02
5.308804441270106311e-01,4.819436087835948235e-01,5.362853593089472737e-01
1.598091930895279844e-01,4.809975797186446383e-02,4.316612654748809841e-01
3.347705241829288525e-01,2.805194266727870089e-01,4.715361990324378194e-01
3.535374494873437246e-01,1.728263571782869545e-01,5.208242057038927619e-01
7.270104457103263029e-02,9.843186018307998886e-01,5.479355144316091358e-02
2.222388056367183284e-01,8.997481519598511390e-01,1.849952094207442110e-01
9.166277796431580860e-03,8.287256093741258711e-01,6.447568302492044656e-02
4.054386188026351534e-01,3.851441904550362838e-01,4.839939164265558147e-01
1.191633687736424682e-02,1.236829484957857883e-01,3.056262733675416121e-01
6.217379391574850978e-01,2.166817078942721853e-01,6.879823102263898926e-01
1.266299260504740454e-01,3.899539518058875442e-01,2.931190308771364772e-01
1.519476190331213276e-02,7.529691635868458466e-01,9.427847206119770174e-02
2.230145427178436279e-01,7.113555298614775424e-01,2.494601953195626221e-01
9.014011780405510876e-01,1.677819956825121195e-01,8.944008825125733253e-01
5.254852382343656592e-01,2.078649996486036933e-01,6.256427054692490497e-01
7.967158146892455717e-01,9.551603671573932752e-01,5.561174368823458281e-01
5.525958674379998214e-01,9.050886552966623810e-01,4.074138626623881598e-01
1.055127341084409753e-01,6.389574725344393524e-01,1.942765079359790592e-01
7.105602742430922047e-01,7.469297713281045081e-02,7.964602860646649019e-01
8.087214757880141214e-01,2.515081796246812496e-01,8.030783918704275104e-01
3.931115289575033700e-02,2.260900071279754453e-01,2.894647471656066617e-01
1.531253310659363154e-01,8.277251956750725226e-01,1.625279899839399689e-01
8.632841316121971920e-01,9.717117846135233661e-01,5.956835705067182740e-01
3.750038791058358245e-01,5.791771394443261389e-01,3.974834981834199921e-01
6.056788655046799197e-02,1.400433247093500755e-01,3.330961676716277520e-01
8.426932155780761935e-01,3.182137774975336009e-01,8.034976745981271540e-01
9.560054687641114102e-01,5.009095389492019823e-01,8.184038175360908163e-01
1.265781582095935887e-01,8.217661379902165830e-01,1.465314321031880862e-01
7.159265962562123553e-01,3.931627388504772003e-01,6.920174500293575504e-01
6.448649471608354222e-01,3.805314001710713434e-02,7.643044936247700427e-01
2.125349674090787344e-01,2.636192386999419018e-02,4.748266830676125538e-01
7.175653027393624761e-01,7.500301254360927095e-01,5.720127349019858976e-01
3.918186526892294963e-01,4.200613750582437578e-01,4.628987896132348845e-01
9.132908596659400358e-01,3.261680220386227180e-01,8.487165189899412709e-01
4.292537160277962727e-01,4.445525591910594043e-01,4.799959397338639522e-01
6.366566475253908619e-01,7.761291635334798267e-01,5.082379291254655040e-01
6.041636850358776956e-01,2.250240290298039514e-01,6.732224206585671888e-01
7.868483349184390852e-01,3.463928698154513652e-01,7.560290567335421485e-01
1.494334648834080848e-01,4.548102489850943536e-02,4.255074690275575389e-01
8.966695031425980789e-01,2.675853532143981917e-01,8.573170418928042213e-01
4.566830343125309610e-02,1.330459719987003853e-01,3.253578437093891385e-01
1.950051132409510654e-02,7.036416783346562953e-01,1.139422401314256345e-01
9.097497197945164649e-01,9.418067032524773952e-01,6.373717387944671797e-01
6.655637960371350026e-01,5.829231158399328372e-01,5.934308473047079646e-01
2.258609752660176162e-01,5.151696787168027480e-01,3.179756129742462023e-01
7.395364643226283174e-01,1.112652004160251569e-02,8.377017689048726901e-01
5.443729710840500280e-01,9.158009123936682316e-01,3.981969131447038457e-01
