obtenido,deseado
88.62905117221207,91.00000000000001
90.63003742050529,94.0
89.41701280198738,84.0
84.96923586002671,81.0
94.32308870920092,96.00000000000001
90.08239866791313,89.99999999999999
91.3250598337066,91.00000000000001
96.34798243027437,96.00000000000001
81.92695849361854,80.0
87.77973195998804,88.0
91.53756926159284,88.0
93.30464780852937,93.0
71.24087620249841,74.0
78.85065657675312,84.0
91.51941885579575,89.99999999999999
93.84971754697133,94.99999999999997
91.97918809872236,84.0
84.79478116432638,84.0
95.74809030322358,94.99999999999997
88.31493084971243,88.0
92.48161221263786,92.0
89.39800015401622,94.0
87.14509354127706,89.99999999999999
97.77405852618922,98.0
94.26371383851556,96.00000000000001
92.28837173066762,93.0
93.27118696438004,94.99999999999997
95.0967020551788,96.00000000000001
93.91471678306777,94.0
91.09500860920167,89.0
90.8886066752837,81.99999999999999
94.76622742910385,96.00000000000001
74.16849716328535,74.0
55.21702185074996,61.0
93.97787410090413,96.00000000000001
90.38251013351183,92.0
84.75306538015263,84.0
86.83026165964456,87.0
82.18085953717627,81.0
90.72883844645123,89.99999999999999
83.08379732556963,79.0
77.43649772981001,80.0
79.54568914417521,83.0
95.73151733460469,96.00000000000001
88.8944720960217,85.99999999999999
53.12158952363319,55.99999999999999
96.55132070768036,89.99999999999999
94.69987896099036,96.99999999999999
56.57367318279447,54.99999999999999
88.4916691793531,94.99999999999997
93.54380360657986,94.0
96.06987104690678,94.99999999999997
95.37427994651487,96.99999999999999
85.44034599353868,87.0
97.8753040189303,99.0
94.86807186447739,91.00000000000001
77.80013419382726,83.0
79.98112133117428,83.0
89.6606069908132,89.0
94.87102801317783,94.0
85.11980313685123,89.99999999999999
75.50130745577127,74.0
97.24815172119402,98.0
83.34709869434751,87.0
59.19274590483611,62.99999999999999
73.52345392682264,73.0
88.5408610869991,87.0
93.66546281355392,94.0
91.80167470347895,91.00000000000001
82.90740868012611,81.0
87.05300939926025,88.0
72.17832755842637,72.0
92.3685399975084,89.99999999999999
83.05577291759195,84.0
97.6867915935114,96.99999999999999
67.33429311995424,67.0
86.25720030147308,87.0
94.84076048270792,91.00000000000001
80.5306535763514,78.00000000000001
74.8914933004735,74.99999999999999
85.87979534169168,83.0
83.21499988936705,84.0
95.25072427442174,96.99999999999999
84.57029642883334,89.0
91.37178430551461,88.0
92.9021912140467,94.0
80.72979480885517,81.0
74.63810591326475,83.0
95.69514796792508,96.00000000000001
91.81878324881527,89.0
82.69784676090761,85.99999999999999
88.3499538712077,87.0
89.86500653932008,85.99999999999999
