1.409214092140921408e-02,6.260869565217391797e-02,4.587368926598895391e-01,5.866867243324558334e-02,4.105571847507331201e-02,3.976143141153081623e-02,1.343183344526527843e-02,6.134765849945916782e-02,1.469547180514458318e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.512430286416485518e-02,1.416430594900850142e-03,6.835036396568811923e-04,5.423427428317403876e-02,9.816849816849816668e-02,1.133545873184555602e-03,2.070341731105013877e-02,6.169552516129952480e-01,8.181818181818182323e-01
8.130081300813008990e-03,5.217391304347826497e-03,9.629392459777474933e-02,1.147047762316660315e-02,6.231671554252199083e-03,7.952286282306163245e-02,3.022162525184687518e-02,6.454240379253312065e-02,1.869092479392192585e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.420315625694598960e-01,1.460805860805860779e-01,8.501594048884165934e-04,2.281533216928577357e-01,6.878227272180161833e-01,9.393939393939394478e-01
2.113821138211382025e-02,2.782608695652174016e-02,4.172736732570239138e-01,1.417826250470101412e-01,1.405791788856304847e-01,3.474155069582504640e-01,8.378106111484218133e-02,1.725004145807352007e-01,1.747291192441481900e-01,7.600687622789784048e-02,5.418023887079262413e-02,1.946462715105162430e-02,4.195634599838318941e-03,2.547499763682767315e-02,1.116855524079320150e-01,6.001161956187416047e-02,3.868637474994443548e-01,4.521391941391941227e-01,1.700318809776833187e-03,1.962251600565394563e-02,4.467625748544369890e-01,6.464646464646465196e-01
1.084010840108401083e-03,0.000000000000000000e+00,2.069158728888177423e-01,3.817224520496427520e-02,2.657624633431085112e-02,2.982107355864811044e-02,1.007387508394895839e-02,1.304510440508357128e-01,7.034657084195750087e-02,1.227897838899803633e-02,9.771986970684039958e-03,1.912045889101338363e-03,0.000000000000000000e+00,3.781075716041213796e-03,2.086402266288951979e-01,1.040976043197430062e-01,5.545676817070459980e-02,1.424102564102563973e-01,3.542330853701735715e-04,3.749896067182173498e-02,4.713356487889774904e-01,8.686868686868687295e-01
1.084010840108401083e-03,1.739130434782608760e-03,1.462418954614584099e-01,1.222264009025949595e-02,1.612903225806451568e-02,1.988071570576540811e-02,3.357958361316319609e-03,1.775869936821457881e-03,4.900026254105326225e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.416430594900850142e-03,6.835036396568811923e-04,1.933763058457434875e-02,1.245421245421245507e-02,4.959263195182429676e-04,5.728776918599817053e-02,7.813833621539354457e-01,9.494949494949495028e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.368766509245177357e-02,2.256487401278676249e-03,5.315249266862169704e-03,9.940357852882704057e-03,3.357958361316319609e-03,1.545129537185418230e-03,6.526892696196707339e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.832861189801700284e-03,2.734014558627524769e-03,1.733718604134252064e-02,1.230769230769230768e-02,3.542330853701735715e-04,6.023946121227238271e-01,8.360047557336949264e-01,9.898989898989899450e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.266068998639237941e-01,3.892440767205716107e-02,1.906158357771261039e-02,9.940357852882704057e-03,3.357958361316319609e-03,3.177291345176951748e-02,1.692529458160780750e-02,1.719056974459724774e-02,8.686210640608035133e-03,3.059273422562141468e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.082152974504250277e-03,3.417518198284405853e-03,1.778172927317181809e-02,1.567765567765567677e-02,4.959263195182429676e-04,2.170117236218508522e-02,5.024592243089853749e-01,9.292929292929292817e-01
1.029810298102981116e-02,6.956521739130435041e-03,2.619867125590330525e-01,5.979691613388492255e-02,4.673753665689149572e-02,1.491053677932405452e-01,2.014775016789791678e-02,6.518159031982677376e-02,3.128179424885228765e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.452689290103034490e-04,1.699716713881019997e-02,8.202043675882573007e-03,1.733718604134252272e-01,1.869597069597069561e-01,1.537371590506553254e-01,7.150577866467115913e-03,5.349531715367465915e-06,0.000000000000000000e+00
2.276422764227642448e-02,9.739130434782608536e-02,3.698070919715040206e-01,4.306130124106807150e-02,3.042521994134897434e-02,3.976143141153081623e-02,4.029550033579583357e-02,3.480182645076541903e-02,8.192612993950455086e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.452689290103034490e-04,5.665722379603400222e-02,3.075766378455965094e-02,8.135141142476107201e-02,9.186813186813187759e-02,8.501594048884165934e-04,5.188326265901720830e-02,5.883437270276620223e-01,8.787878787878787845e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.977107180020811622e-02,6.581421587062805979e-03,6.781524926686217057e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.032592971956136380e-03,3.249847498616525391e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.133144475920680114e-02,5.468029117255049538e-03,4.445432318292954522e-03,5.860805860805860801e-04,7.084661707403471431e-04,4.847426623430614590e-02,7.783140683322433695e-01,9.292929292929292817e-01
1.842818428184282015e-02,2.608695652173912902e-02,7.075962539021851683e-02,2.895825498307634527e-02,1.612903225806451568e-02,1.093439363817097498e-01,4.029550033579583357e-02,2.120057039976664670e-01,6.046603534701765897e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.957507082152974587e-02,4.579474385701103739e-02,1.964881084685485835e-01,1.403663003663003506e-01,5.667729365922778012e-04,2.410409911033507824e-01,8.004134296427359851e-01,8.383838383838383423e-01
2.168021680216802166e-03,1.739130434782608760e-03,1.790602737533018574e-01,5.227529146295600143e-02,3.097507331378299145e-02,2.982107355864811044e-02,1.007387508394895839e-02,6.211784858126316589e-02,4.769810332128308905e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.890537858020606898e-03,2.415014164305949451e-02,1.712176617340487039e-02,4.632140475661258167e-02,6.929670329670330198e-02,7.084661707403471431e-04,3.749896067182173498e-02,4.410742394637629515e-01,9.090909090909090606e-01
5.420054200542005415e-04,0.000000000000000000e+00,9.629392459777474933e-02,2.820609251598345246e-02,1.411290322580645122e-02,3.976143141153081623e-02,3.357958361316319695e-02,2.550271129864100650e-01,1.930448268033878312e-01,2.946954813359528580e-02,2.605863192182410540e-02,9.177820267686424838e-03,0.000000000000000000e+00,1.134322714812363922e-02,6.232294617563740452e-02,5.878131301049177582e-02,6.001333629695488475e-02,5.098901098901098550e-02,9.210060219624513185e-04,2.253263490479753828e-02,7.831277552874548187e-01,8.989898989898990056e-01
5.420054200542005415e-03,1.565217391304347949e-02,1.167853998239013896e-01,2.726588943211733645e-02,1.356304985337243411e-02,9.940357852882704057e-03,3.357958361316319609e-03,1.488441805727665490e-01,1.215404110626918006e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.832861189801700284e-03,1.025255459485321756e-02,2.178261835963547777e-02,2.109890109890109888e-02,1.133545873184555602e-03,7.940467281948948575e-02,4.348625415536020999e-01,9.494949494949495028e-01
